"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Code","3","374","3449783545856","191217664","221941760","47680","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\nhuyn\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3856,i,6450867282324863512,9618416514767784473,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3848 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","26.890625","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2900","8",,"False","4/29/2025 9:11:44 AM",,"13204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","47680","47680","221941760","221941760","604096","604096","238583808","238583808","238596096","238596096","3449825595392","966856704","True","Normal","221941760","221941760","1048575","3",,"System.Diagnostics.ProcessThreadCollection","374","3449783545856","924807168","False",,,,"191217664","191217664",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:06.7187500","00:00:26.8906250","00:00:20.1718750","Code","0","","True",,
"Code","3","723","3456990330880","438734848","442249216","72536","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\nhuyn\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\resources\app"" --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1745695629136688 --launch-time-ticks=236674543239 --field-trial-handle=3156,i,6450867282324863512,9618416514767784473,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3152 --vscode-window-config=vscode:c850d86b-1779-4d02-b84f-0962eb8eceec /prefetch:1","System.Diagnostics.Process (Code)","Microsoft Corporation","116.5625","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2852","8",,"False","4/29/2025 9:11:43 AM",,"18752",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","72536","72536","442249216","442249216","762408","762408","456646656","456646656","452694016","452694016","3457027948544","-420724736","True","Normal","442249216","442249216","1048575","3",,"System.Diagnostics.ProcessThreadCollection","723","3456990330880","-458342400","False",,,,"438734848","438734848",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:08.1718750","00:01:56.5625000","00:01:48.3906250","Code","0","","True",,
"Code","3","201","3444408672256","112762880","32329728","19776","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ""c:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\markdown-language-features\dist\serverWorkerMain"" --node-ipc --clientProcessId=13204","System.Diagnostics.Process (Code)","Microsoft Corporation","0.03125","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10184","8",,"False","4/29/2025 11:51:44 AM",,"21064",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19776","19776","32329728","32329728","562600","562600","32501760","32501760","112971776","112971776","3444970643456","406872064","True","Normal","32329728","32329728","1048575","3",,"System.Diagnostics.ProcessThreadCollection","201","3444408672256","-155099136","False",,,,"112762880","112762880",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","Code","0","","True",,
"Code","3","356","2238150356992","47837184","16003072","20712","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\nhuyn\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=2012,i,6450867282324863512,9618416514767784473,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=2008 /prefetch:11","System.Diagnostics.Process (Code)","Microsoft Corporation","0.734375","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6360","8",,"False","4/29/2025 9:11:43 AM",,"22580",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20712","20712","16003072","16003072","584784","584784","18530304","18530304","54116352","54116352","2238215380992","537419776","True","Normal","16003072","16003072","1048575","3",,"System.Diagnostics.ProcessThreadCollection","356","2238150356992","472395776","False",,,,"47837184","47837184",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.2187500","00:00:00.7343750","00:00:00.5156250","Code","0","","True",,
"Code","3","1182","3446694379520","141942784","127201280","62592","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","26.40625","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6868","8",,"False","4/29/2025 9:11:42 AM",,"25556",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","62592","62592","127201280","127201280","987048","987048","131674112","131674112","156020736","156020736","3446780530688","-2078208000","True","Normal","127201280","127201280","1048575","3",,"System.Diagnostics.ProcessThreadCollection","1182","3446694379520","2130608128","False",,,,"141942784","141942784",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:13.2343750","00:00:26.4062500","00:00:13.1718750","Code","263188","procs.csv - powershell-programming - Visual Studio Code","True",,
"Code","3","280","3448035586048","118067200","108273664","33792","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\nhuyn\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4208,i,6450867282324863512,9618416514767784473,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4168 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","3.78125","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8604","8",,"False","4/29/2025 9:11:45 AM",,"25940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33792","33792","108273664","108273664","593520","593520","124686336","124686336","132194304","132194304","3449813651456","954912768","True","Normal","108273664","108273664","1048575","3",,"System.Diagnostics.ProcessThreadCollection","280","3448035586048","-823152640","False",,,,"118067200","118067200",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.6718750","00:00:03.7812500","00:00:02.1093750","Code","0","","True",,
"Code","3","249","3446265774080","95363072","87531520","27032","C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nhuyn\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\nhuyn\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=2732,i,6450867282324863512,9618416514767784473,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3704 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","11.875","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9584","8",,"False","4/29/2025 9:11:44 AM",,"25984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27032","27032","87531520","87531520","580600","580600","89071616","89071616","107966464","107966464","3446290939904","1727168512","True","Normal","87531520","87531520","1048575","3",,"System.Diagnostics.ProcessThreadCollection","249","3446265774080","1702002688","False",,,,"95363072","95363072",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:05.9531250","00:00:11.8750000","00:00:05.9218750","Code","0","","True",,
"conhost","3","120","2203425021952","1093632","5586944","8280","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (NVIDIA Web Helper)","Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6496","6",,"False","4/29/2025 9:09:31 AM",,"4164",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8280","8280","5586944","5586944","129328","129328","5701632","5701632","12054528","12054528","2203452416000","134193152","True","BelowNormal","5586944","5586944","1048575","3",,"System.Diagnostics.ProcessThreadCollection","120","2203425021952","106799104","False",,,,"1093632","1093632",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00","00:00:00","conhost","0","","True",,
"conhost","0","119","2203404955648","6717440","5480448","7736",,,,,,,,,,"Process",,,"8",,,,,"4900",".",,,,"7736","7736","5480448","5480448","90432","90432","5619712","5619712","10555392","10555392","2203409149952","90927104",,,"5480448","5480448",,"0",,"System.Diagnostics.ProcessThreadCollection","119","2203404955648","86732800","False",,,,"6717440","6717440",,,,,,"conhost","0","","True",,
"conhost","0","164","2203415400448","9261056","5992448","11000",,,,,,,,,,"Process",,,"8",,,,,"6284",".",,,,"11000","11000","5992448","5992448","111480","111480","6107136","6107136","13746176","13746176","2203418546176","100323328",,,"5992448","5992448",,"0",,"System.Diagnostics.ProcessThreadCollection","164","2203415400448","97177600","False",,,,"9261056","9261056",,,,,,"conhost","0","","True",,
"conhost","0","155","2203414896640","8638464","5914624","10728",,,,,,,,,,"Process",,,"8",,,,,"6344",".",,,,"10728","10728","5914624","5914624","110728","110728","5992448","5992448","12865536","12865536","2203463933952","145711104",,,"5914624","5914624",,"0",,"System.Diagnostics.ProcessThreadCollection","155","2203414896640","96673792","False",,,,"8638464","8638464",,,,,,"conhost","0","","True",,
"conhost","3","115","2203422232576","7651328","1454080","9096","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 101 --height 16 --signal 0x44c --server 0x458","System.Diagnostics.Process (Code)","Microsoft Corporation","0.359375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5816","8",,"False","4/29/2025 9:11:48 AM",,"21896",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1454080","1454080","137440","137440","1486848","1486848","7778304","7778304","2203424329728","106106880","True","Normal","1454080","1454080","1048575","3",,"System.Diagnostics.ProcessThreadCollection","115","2203422232576","104009728","False",,,,"7651328","7651328",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.2187500","00:00:00.3593750","00:00:00.1406250","conhost","0","","True",,
"conhost","3","122","2203425071104","7532544","5586944","8008","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (TabNine)","Microsoft Corporation","0.328125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6688","8",,"False","4/29/2025 9:11:48 AM",,"26136",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8008","8008","5586944","5586944","131632","131632","5713920","5713920","11968512","11968512","2203475984384","157761536","True","Normal","5586944","5586944","1048575","3",,"System.Diagnostics.ProcessThreadCollection","122","2203425071104","106848256","False",,,,"7532544","7532544",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.2656250","00:00:00.3281250","00:00:00.0625000","conhost","0","","True",,
"CrossDeviceService","3","1025","2480990187520","76926976","22298624","86232","C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25032.52.0_x64__cw5n1h2txyewy\CrossDeviceService.exe","""C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25032.52.0_x64__cw5n1h2txyewy\CrossDeviceService.exe"" ","System.Diagnostics.Process (sihost)","Microsoft Corporation","1.296875","1.25032.52.0","1.25032.52+7aa1ff4a32c123026faae8ef016d851c18ddcbe4","Microsoft Cross Device Service","CrossDeviceService","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5852","8",,"False","4/29/2025 9:10:22 AM",,"20828",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","86232","86232","22298624","22298624","458672","458672","25276416","25276416","86999040","86999040","2481018003456","-1473093632","True","Normal","22298624","22298624","1048575","3",,"System.Diagnostics.ProcessThreadCollection","1025","2480990187520","-1500909568","False",,,,"76926976","76926976",,"System.Diagnostics.ProcessModule (CrossDeviceService.exe)","00:00:00.1875000","00:00:01.2968750","00:00:01.1093750","CrossDeviceService","0","","True",,
"csrss","0","901","2203423395840","6897664","2428928","31872",,,,,,,,,,"Process",,,"13",,,,,"952",".",,,,"31872","31872","2428928","2428928","289072","289072","2674688","2674688","7098368","7098368","2203425755136","107532288",,,"2428928","2428928",,"0",,"System.Diagnostics.ProcessThreadCollection","901","2203423395840","105172992","False",,,,"6897664","6897664",,,,,,"csrss","0","","True",,
"csrss","3","969","2203471867904","16277504","3424256","35024",,,,,,,,,,"Process",,,"13",,,,,"1788",".",,,,"35024","35024","3424256","3424256","357136","357136","3592192","3592192","25075712","25075712","2203489693696","171470848",,,"3424256","3424256",,"3",,"System.Diagnostics.ProcessThreadCollection","969","2203471867904","153645056","False",,,,"16277504","16277504",,,,,,"csrss","0","","True",,
"ctfmon","3","538","2203501969408","28385280","7680000","20864",,,,,"4.875",,,,,"Process",,,"13",,"False","4/29/2025 9:09:33 AM",,"496",".",,,,"20864","20864","7680000","7680000","274616","274616","7868416","7868416","29818880","29818880","2203505061888","186839040",,,"7680000","7680000",,"3",,"System.Diagnostics.ProcessThreadCollection","538","2203501969408","183746560","False",,,,"28385280","28385280",,,"00:00:02.9687500","00:00:04.8750000","00:00:01.9062500","ctfmon","0","","True",,
"dasHost","0","427","2203419529216","19558400","7487488","20936",,,,,,,,,,"Process",,,"8",,,,,"6720",".",,,,"20936","20936","7487488","7487488","132000","132000","8871936","8871936","20979712","20979712","2203439980544","121757696",,,"7487488","7487488",,"0",,"System.Diagnostics.ProcessThreadCollection","427","2203419529216","101306368","False",,,,"19558400","19558400",,,,,,"dasHost","0","","True",,
"dasHost","0","138","2203391987712","9490432","2265088","10376",,,,,,,,,,"Process",,,"8",,,,,"7704",".",,,,"10376","10376","2265088","2265088","71776","71776","2768896","2768896","9838592","9838592","2203397283840","79060992",,,"2265088","2265088",,"0",,"System.Diagnostics.ProcessThreadCollection","138","2203391987712","73764864","False",,,,"9490432","9490432",,,,,,"dasHost","0","","True",,
"DesktopExtension","3","352","4969594880","32686080","27373568","20168","C:\Program Files\WindowsApps\AD2F1837.myHP_43.52513.1706.0_x64__v10z8vjag6ke6\win32\DesktopExtension.exe","""C:\Program Files\WindowsApps\AD2F1837.myHP_43.52513.1706.0_x64__v10z8vjag6ke6\win32\DesktopExtension.exe"" ","System.Diagnostics.Process (sihost)","DesktopExtension","0.796875","1.0.0.0","1.0.0+87d56485e77ed0a21cffa33a37284325f0614a0a","DesktopExtension","DesktopExtension","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10068","8",,"False","4/29/2025 9:10:21 AM",,"24920",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20168","20168","27373568","27373568","378384","378384","28065792","28065792","36540416","36540416","5000404992","705437696","True","Normal","27373568","27373568","1048575","3",,"System.Diagnostics.ProcessThreadCollection","352","4969594880","674627584","False",,,,"32686080","32686080",,"System.Diagnostics.ProcessModule (DesktopExtension.exe)","00:00:00.4062500","00:00:00.7968750","00:00:00.3906250","DesktopExtension","0","","True",,
"DiagsCap","0","394","2203468660736","47280128","33988608","18256",,,,,,,,,,"Process",,,"8",,,,,"20448",".",,,,"18256","18256","33988608","33988608","159768","159768","34357248","34357248","47349760","47349760","2203485437952","167215104",,,"33988608","33988608",,"0",,"System.Diagnostics.ProcessThreadCollection","394","2203468660736","150437888","False",,,,"47280128","47280128",,,,,,"DiagsCap","0","","True",,
"dllhost","3","138","2203408334848","8781824","1671168","8560","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",,"Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9348","8",,"False","4/29/2025 12:11:47 PM",,"3880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1671168","1671168","104472","104472","1998848","1998848","8884224","8884224","2203414638592","96415744","True","Normal","1671168","1671168","1048575","3",,"System.Diagnostics.ProcessThreadCollection","138","2203408334848","90112000","False",,,,"8781824","8781824",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00","00:00:00","00:00:00","dllhost","0","","True",,
"dllhost","3","135","2203414278144","10190848","1626112","8696","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{7EAD5C10-8B3F-11E6-AE22-56B6B6499611}",,"Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3124","8",,"False","4/29/2025 11:43:44 AM",,"11080",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8696","8696","1626112","1626112","117760","117760","1957888","1957888","10256384","10256384","2203420581888","102359040","True","Normal","1626112","1626112","1048575","3",,"System.Diagnostics.ProcessThreadCollection","135","2203414278144","96055296","False",,,,"10190848","10190848",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00","00:00:00","00:00:00","dllhost","0","","True",,
"dllhost","3","335","2203586166784","17133568","6832128","25696","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","0.0625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3872","8",,"False","4/29/2025 9:09:32 AM",,"15836",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25696","25696","6832128","6832128","173064","173064","10997760","10997760","22781952","22781952","2203600945152","282722304","True","Normal","6832128","6832128","1048575","3",,"System.Diagnostics.ProcessThreadCollection","335","2203586166784","267943936","False",,,,"17133568","17133568",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","dllhost","0","","True",,
"DtsApo4Service","0","228","4397838336","11816960","11845632","12104",,,,,,,,,,"Process",,,"8",,,,,"5296",".",,,,"12104","12104","11845632","11845632","101152","101152","25165824","25165824","34390016","34390016","4417429504","122462208",,,"11845632","11845632",,"0",,"System.Diagnostics.ProcessThreadCollection","228","4397838336","102871040","False",,,,"11816960","11816960",,,,,,"DtsApo4Service","0","","True",,
"dwm","3","1573","2204050554880","132202496","183029760","73936",,,,,,,,,,"Process",,,"13",,,,,"18584",".",,,,"73936","73936","183029760","183029760","1068296","1068296","356675584","356675584","285691904","285691904","2204190060544","871837696",,,"183029760","183029760",,"3",,"System.Diagnostics.ProcessThreadCollection","1573","2204050554880","732332032","False",,,,"132202496","132202496",,,,,,"dwm","0","","True",,
"EtwHostServiceUpdater","3","535","5282111488","16809984","64577536","35152","C:\Program Files\JetBrains\ETW Host\16\Updater\EtwHostServiceUpdater.exe","""C:\Program Files\JetBrains\ETW Host\16\Updater\EtwHostServiceUpdater.exe""",,"JetBrains s.r.o.","0.09375","16.1.2.0","16.1.2+1cf76d39e612ff0542d4a3843fa9dba379f891b8","EtwHostServiceUpdater","EtwHostServiceUpdater","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7944","6",,"False","4/29/2025 11:44:01 AM",,"9764",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35152","35152","64577536","64577536","832208","832208","64950272","64950272","62480384","62480384","5311619072","1016651776","True","BelowNormal","64577536","64577536","1048575","3",,"System.Diagnostics.ProcessThreadCollection","535","5282111488","987144192","False",,,,"16809984","16809984",,"System.Diagnostics.ProcessModule (EtwHostServiceUpdater.exe)","00:00:00.0312500","00:00:00.0937500","00:00:00.0625000","EtwHostServiceUpdater","0","","True",,
"explorer","3","3760","2204397527040","245202944","206528512","108600","C:\WINDOWS\Explorer.EXE","C:\WINDOWS\Explorer.EXE",,"Microsoft Corporation","20.9375","10.0.22621.3235 (WinBuild.160101.0800)","10.0.22621.3235","Windows Explorer","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9908","8",,"False","4/29/2025 9:09:29 AM",,"9664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","108600","108600","206528512","206528512","2663120","2663120","215621632","215621632","285380608","285380608","2204768628736","1450405888","True","Normal","206528512","206528512","1048575","3",,"System.Diagnostics.ProcessThreadCollection","3760","2204397527040","1079304192","False",,,,"245202944","245202944",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:00:09.1250000","00:00:20.9375000","00:00:11.8125000","explorer","328118","","True",,
"expressvpnd","0","388","931016704","19415040","16039936","25936",,,,,,,,,,"Process",,,"8",,,,,"6208",".",,,,"25936","25936","16039936","16039936","131456","131456","16781312","16781312","23040000","23040000","939405312","939405312",,,"16039936","16039936",,"0",,"System.Diagnostics.ProcessThreadCollection","388","931016704","931016704","False",,,,"19415040","19415040",,,,,,"expressvpnd","0","","True",,
"ExpressVPNNotificationService","3","692","332529664","53284864","37007360","53400","C:\Program Files (x86)\ExpressVPN\expressvpn-ui\ExpressVPNNotificationService.exe","""C:\Program Files (x86)\ExpressVPN\expressvpn-ui\ExpressVPNNotificationService.exe""",,"ExpressVPN","0.515625","10.9.0.20","10.9.0.20","ExpressVPN Notifications","ExpressVPN","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6364","8",,"False","4/29/2025 9:10:43 AM",,"11380",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53400","53400","37007360","37007360","540808","540808","38768640","38768640","62930944","62930944","363200512","363200512","True","Normal","37007360","37007360","1048575","3",,"System.Diagnostics.ProcessThreadCollection","692","332529664","332529664","False",,,,"53284864","53284864",,"System.Diagnostics.ProcessModule (ExpressVPNNotificationService.exe)","00:00:00.0781250","00:00:00.5156250","00:00:00.4375000","ExpressVPNNotificationService","0","","True",,
"FileSyncHelper","0","436","2203449446400","22663168","5406720","17960",,,,,,,,,,"Process",,,"8",,,,,"1640",".",,,,"17960","17960","5406720","5406720","190368","190368","5902336","5902336","23711744","23711744","2203457085440","138862592",,,"5406720","5406720",,"0",,"System.Diagnostics.ProcessThreadCollection","436","2203449446400","131223552","False",,,,"22663168","22663168",,,,,,"FileSyncHelper","0","","True",,
"fontdrvhost","0","42","2203395686400","4263936","1970176","7880",,,,,,,,,,"Process",,,"8",,,,,"1356",".",,,,"7880","7880","1970176","1970176","46240","46240","2007040","2007040","4263936","4263936","2203396734976","78512128",,,"1970176","1970176",,"0",,"System.Diagnostics.ProcessThreadCollection","42","2203395686400","77463552","False",,,,"4263936","4263936",,,,,,"fontdrvhost","0","","True",,
"fontdrvhost","3","42","2203397062656","6373376","2375680","8288",,,,,,,,,,"Process",,,"8",,,,,"15700",".",,,,"8288","8288","2375680","2375680","48928","48928","2375680","2375680","7266304","7266304","2203397746688","79523840",,,"2375680","2375680",,"3",,"System.Diagnostics.ProcessThreadCollection","42","2203397062656","78839808","False",,,,"6373376","6373376",,,,,,"fontdrvhost","0","","True",,
"hp-one-agent-service","0","617","2203500556288","27967488","15323136","28840",,,,,,,,,,"Process",,,"6",,,,,"3936",".",,,,"28840","28840","15323136","15323136","248776","248776","16171008","16171008","36175872","36175872","2203512098816","193875968",,,"15323136","15323136",,"0",,"System.Diagnostics.ProcessThreadCollection","617","2203500556288","182333440","False",,,,"27967488","27967488",,,,,,"hp-one-agent-service","0","","True",,
